2) The authors presented interesting results from intrinsic evaluation of the attention distributions of such a model pretrained on Wikitext-2 and from evaluating the quality of the representation in linguistic probing and text classification.,Does the review address Result?,TRUE,FALSE,mentions results from intrinsic evaluation and quality of representation
Analyzing the relation between correct claim verification decision and the correct generated explanation can be added in the analysis section.,Does the review address Analysis?,TRUE,FALSE,"suggests adding an analysis, which relates to the analysis section."
Addresses the important challenge of designing labor-efficient evaluation methods for conversational systems.,Does the review address Evaluation?,TRUE,FALSE,discusses the challenge of designing evaluation methods.
I am a bit confused by how the experimental setup supports the claims and their consequences.,Does the review address Experiment?,TRUE,FALSE,"questions the experimental setup, which relates to the experiment."
"* There are no statistical significance tests (and terms such as ""outperform"" should therefore not be used)      [1] Donabauer ""Exploring Fake News Detection with Heterogeneous Social Media Context Graphs"".",Does the review address Presentation?,TRUE,FALSE,"critiques the use of terms like ""outperform"" and mentions statistical significance, which relate to the clarity and accuracy of the paper's presentation."
Analyzing the relation between correct claim verification decision and the correct generated explanation can be added in the analysis section.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"suggests adding analysis, which involves discussion and interpretation."
* Conducting an ablation study is a strong aspect of the experimental work as it offers more nuanced insights into what components of the architecture contribute how much  to the overall performance.,Does the review address Methodology?,TRUE,FALSE,"discusses an ablation study, which relates to the methodology of the study"
"However, the ablated versions have a more difficult task to solve.",Does the review address Data/Task?,TRUE,FALSE,"implies that the ablated versions face a more difficult task, which relates to the task being studied"
"Given the closeness with this proposed work of using paraphrases (both negative and positive), some of baselines are necessary for comparison with GBT, especially counterfactual data-augmentation techniques as GBT uses (negative paraphrases in DA i.e., IBH0) Feng et.al., A Survey of Data Augmentation Approaches for NLP  Li  et.al., Data Augmentation Approaches in Natural Language Processing: A Survey 2) Some other, even more simpler baselines could be lower learning rate and training for more number of epochs.",Does the review address Data/Task?,FALSE,TRUE,"focuses on baselines and comparison, not on the dataset or task itself."
"In no, then verifying each sub-claim (decomposed by existing methods) leveraging the retrieved knowledge should be a fair baseline in comparison to the proposed approach that uses the retrieved knowledge.",Does the review address Comparison?,TRUE,FALSE,suggests a baseline for comparison with the proposed approach.
* The results with InstructGPT (text-davinci-003) cannot be compared with the other results.,Does the review address Comparison?,TRUE,FALSE,Mentions a comparison.
What is needed is a comparison against what the current state of the art is as reported in the literature (ideally reproduced to conduct significance tests where appropriate).,Does the review address Result?,FALSE,TRUE,Does not mention findings or performance.
"A lot of emphasis in the paper has been on generating explanations; however, only 30 examples have been evaluated which may not provide enough evidence to support the claims of the paper.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"discusses the evaluation of explanations, which relates to the explanation and interpretation of the claims."
* The work is conducted on a well-known benchmark dataset and is therefore easily contextualisable with other work in the field.,Does the review address Data/Task?,TRUE,FALSE,"mentions the use of a well-known benchmark dataset, which relates to Data/Task"
"As reported in the ProgramFC paper, it achieves 60.63 on HoVER 3-hop (as compared to 54.80 of FOLK) and similarly for the FEVEROUS dataset.",Does the review address Data/Task?,TRUE,FALSE,"mentions specific datasets (HoVER 3-hop and FEVEROUS), which relate to Data/Task."
Addresses the important challenge of designing labor-efficient evaluation methods for conversational systems.,Does the review address Methodology?,FALSE,TRUE,"discusses the challenge of designing evaluation methods, not the approach or techniques used."
* There are many missing details (and no supplementary material such as code) making it impossible to replicate the work.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It points out missing details.
"- Although SGEPG is model-agnostic, this paper conduct experiments using a specific model, VLTVG, to validate the proposed method.",Does the review address Methodology?,TRUE,FALSE,discusses the experimental approach and model used
3 make it unclear whether the temperature parameter is implicitly controlling entropy.,Does the review address Result?,FALSE,TRUE,"discusses clarity around a parameter, not the results."
Reducing human annotation effort would have significant practical impact.,Does the review address Significance?,TRUE,FALSE,"highlights the practical impact, relating to significance."
"Instead, directly instructing the LLMs with a prompt as simple as “Generate questions verifying the sub-claims of the above claim” does very well in directly generating sub-questions that can be used for verifying the claims.",Does the review address Methodology?,TRUE,FALSE,"discusses the approach used, which relates to methodology."
"For example, which datasets and how was the paraphraser trained to generate candidate sentences for selecting IBH0 and IBH1.",Does the review address Data/Task?,TRUE,FALSE,"asks about datasets and training, which relate to Data/Task"
The additional experiments using the other VLM would be helpful to emphasize the effectiveness of the scene graph-enhanced pseudo-labeling approach.,Does the review address Experiment?,TRUE,FALSE,"discusses additional experiments, which relate to Experiment"
* Conducting an ablation study is a strong aspect of the experimental work as it offers more nuanced insights into what components of the architecture contribute how much  to the overall performance.,Does the review address Result?,FALSE,TRUE,"discusses the value of an ablation study, not the results themselves."
"The claim is that agents that try to solve a prediction task subject to a communication bottleneck will exchange low entropy messages, even if these messages are not explicitly encouraged to have low entropy.",Does the review address Data/Task?,FALSE,TRUE,"discusses the claim regarding prediction tasks, not the dataset or task itself"
I would be interested to see how the ablated versions would perform if the authors tuned the hyper-parameters on 20NG for each of these settings.,Does the review address Result?,FALSE,TRUE,"discusses a request for additional experiments, not the actual results."
The problem is timely and the solution is novel.,Does the review address Novelty?,TRUE,FALSE,mentions the novelty of the solution.
I would be interested to see how the ablated versions would perform if the authors tuned the hyper-parameters on 20NG for each of these settings.,Does the review address Methodology?,TRUE,FALSE,"suggests tuning hyper-parameters, which relates to the methodology"
"The authors fine-tune an MLM using patterns, which can be seen as instructions, and synthetic data.",Does the review address Data/Task?,TRUE,FALSE,"mentions fine-tuning using synthetic data, which relates to Data/Task"
I would expect however to compare these results with the other methods on the same set of samples.,Does the review address Comparison?,TRUE,FALSE,comparing the results with other methods on the same samples.
"In effect, the model has learned to use these patterns and is therefore able to use this knowledge for classification.",Does the review address Methodology?,TRUE,FALSE,"how the model uses patterns for classification, which relates to methodology."
"On the other hand, InstructGPT [1] was much better than GPT-3 and the main reason was that it was trained to follow instructions (prompts).",Does the review address Methodology?,TRUE,FALSE,"compares the training approaches, which relates to methodology."
"This includes determining if results, whether theoretical or empirical, are correct and if they are scientifically rigorous.",Does the review address Result?,TRUE,FALSE,discusses the correctness and rigor of results.
"In line 268-277, more details would be needed as to how and where the 50K examples were selected from.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"requests more details, which relates to description and explanation."
The negative and positive paraphrase augmentation seems like a good mix of balanced data augmentation (though we don’t know how much just adding IBH1 and just adding IBH0 independently contribute to improvement).,Does the review address Data/Task?,TRUE,FALSE,"discusses the use of data augmentation, which relates to the task."
"If yes, then how would you justify the better performance of your approach since both these approaches also result in accurate questions for verifying the subclaims.",Does the review address Comparison?,TRUE,FALSE,compares the proposed approach with others regarding performance.
The experiments show that it leads to some performance improvements.,Does the review address Result?,TRUE,FALSE,"mentions performance improvements, which relates to results."
"2) The propose technique seems like a good choice for the PI task and some of the analyses (Figure 2 for boosting interval and ratio, table 5 for why to use GBT for hard examples) highlight interesting takeaways about GBT.",Does the review address Data/Task?,TRUE,FALSE,"mentions the PI task, which relates to Data/Task"
The discussion seems to suggest that setting higher temperature in GS creates pressure for lower-entropy messages.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"discusses the effect of setting higher temperature, which relates to explanation and interpretation."
* The authors have included ablation tests to demonstrate the robustness of their approach.,Does the review address Ablation?,TRUE,FALSE,"ablation tests, which relate to Ablation"
2) The authors presented interesting results from intrinsic evaluation of the attention distributions of such a model pretrained on Wikitext-2 and from evaluating the quality of the representation in linguistic probing and text classification.,Does the review address Methodology?,TRUE,FALSE,"discusses the methods used for intrinsic evaluation and quality assessment, which relates to methodology."
Zero-shot and few-shot learning with GPT-3 using prompting had still a large gap with supervised SotA models.,Does the review address Methodology?,TRUE,FALSE,"compares the approach of zero-shot and few-shot learning with supervised models, relating to methodology."
What is needed is a comparison against what the current state of the art is as reported in the literature (ideally reproduced to conduct significance tests where appropriate).,Does the review address Comparison?,TRUE,FALSE,"requests a comparison with the current state of the art, which relates to comparison."
The negative and positive paraphrase augmentation seems like a good mix of balanced data augmentation (though we don’t know how much just adding IBH1 and just adding IBH0 independently contribute to improvement).,Does the review address Result?,FALSE,TRUE,discusses data augmentation but does not focus on specific results or improvements.
The motivation and design choice of the proposed method is simple and intuitive.,Does the review address Presentation?,TRUE,FALSE,"discusses the clarity and simplicity of the design choice, which relates to presentation."
"In addition, the proposed approach could include more labels, e.g., from Wikipedia, which may or may not contain the labels of the downstream tasks, and create a larger dataset.",Does the review address Methodology?,TRUE,FALSE,"suggests expanding the dataset and methodology by adding more labels, which relates to methodology."
The proposed approach is very similar to the basic idea of InstructGPT.,Does the review address Methodology?,TRUE,FALSE,"draws a parallel between the proposed approach and InstructGPT, which pertains to methodology."
Reducing human annotation effort would have significant practical impact.,Does the review address Data/Task?,FALSE,TRUE,"highlights the practical impact, but does not focus on the dataset or task itself"
Among the biggest issues I consider the following:   * Weak baselines: Given the chosen dataset contains much more information than the textual content I would want to see the results of this work compared to the state of the art reported in the literature that looks at the same dataset.,Does the review address Comparison?,TRUE,FALSE,"suggests comparing the results to the state of the art, which relates to comparison."
"On the other hand, directly generating the decomposed sub-claims has been shown to work really well in prior works.",Does the review address Methodology?,TRUE,FALSE,"refers to the method of directly generating decomposed sub-claims, which relates to methodology."
1) The GBT technique shows improvement (as per the result tables 3 and 4) and could be applied generally to other tasks as well.,Does the review address Result?,TRUE,FALSE,"refers to the improvements shown in result tables, which relate to results"
"2) The propose technique seems like a good choice for the PI task and some of the analyses (Figure 2 for boosting interval and ratio, table 5 for why to use GBT for hard examples) highlight interesting takeaways about GBT.",Does the review address Methodology?,TRUE,FALSE,discusses the proposed technique and analyses
Comprehensive empirical analysis on multiple datasets and CIR tasks demonstrates the effectiveness over baselines.,Does the review address Methodology?,FALSE,TRUE,"focuses on the effectiveness of the method, not the methodology itself"
* I am not entirely convinced by the choice of the authors to use only 4 labels from the 20NG dataset.,Does the review address Data/Task?,TRUE,FALSE,"critiques the choice of labels from the dataset, which relates to Data/Task"
A better ablation study could be giving just positive paraphrases (IBH1) and just negative paraphrases (IBH0) 4) Some of the important technical details are unclear.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"suggests improvements to the ablation study and points out unclear technical details, which relate to explanation and description."
* The paper is well-written and easy to understand.,Does the review address Presentation?,TRUE,FALSE,"comments on the clarity and readability of the paper, which relates to presentation"
"Is the approach well motivated, including being well-placed in the literature?",Does the review address Related Work?,TRUE,FALSE,"asks if the approach is well-placed in the literature, which relates to related work."
"2) The propose technique seems like a good choice for the PI task and some of the analyses (Figure 2 for boosting interval and ratio, table 5 for why to use GBT for hard examples) highlight interesting takeaways about GBT.",Does the review address Analysis?,TRUE,FALSE,mentions analyses and takeaways
"* I believe the authors should have included one more baseline, i.e., the model trained on the 20NG dataset.",Does the review address Data/Task?,TRUE,FALSE,suggests using the 20NG dataset
"Furthermore, the paper is well written and provides a good background for the problem statement.",Does the review address Presentation?,TRUE,FALSE,comments on the clarity and background
The method consistently approximates full human evaluation with minimal labor.,Does the review address Methodology?,TRUE,FALSE,method and its effectiveness
The entropy of the messages was only analyzed for the runs where agents have successfully learned to communicate in order to solve the task.,Does the review address Analysis?,TRUE,FALSE,mentions analyzing entropy
The method consistently approximates full human evaluation with minimal labor.,Does the review address Evaluation?,TRUE,FALSE,method's ability to approximate human evaluation
The entropy of the messages was only analyzed for the runs where agents have successfully learned to communicate in order to solve the task.,Does the review address Data/Task?,FALSE,TRUE,focuses on entropy analysis
* The results with InstructGPT (text-davinci-003) cannot be compared with the other results.,Does the review address Result?,TRUE,FALSE,discusses the results and their comparability
"The paper is well motivated, though I am not an expert in the area.",Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,talks about the motivation behind the paper
"The authors fine-tune an MLM using patterns, which can be seen as instructions, and synthetic data.",Does the review address Methodology?,TRUE,FALSE,describes the approach used
After reading the paper a few times I am a bit confused about how the experimental setup supports the claims & conclusions.,Does the review address Presentation?,TRUE,FALSE,questions the clarity of the experimental setup
I think the paper does an interesting analysis and makes an interesting point about the problem being studied.,Does the review address Contribution?,TRUE,FALSE,highlights the interesting analysis and points made
The approach could inspire more work on human-machine collaboration for efficient system evaluation.,Does the review address Methodology?,FALSE,TRUE,discusses the potential for future work only
1) The GBT technique shows improvement (as per the result tables 3 and 4) and could be applied generally to other tasks as well.,Does the review address Methodology?,FALSE,TRUE,the improvement and application of the technique
It would be difficult for readers to understand and evaluate – “we manually observed the generated examples and find the results acceptable.”  6) A very minute point – it may be interesting to compare with openLLM methods like LLaMa (after some instruction tuning for PI  task).,Does the review address Comparison?,TRUE,FALSE,suggests a comparison with openLLM methods
"If yes, then how would you justify the better performance of your approach since both these approaches also result in accurate questions for verifying the subclaims.",Does the review address Result?,TRUE,FALSE,questions the justification for better performance
"- Although SGEPG is model-agnostic, this paper conduct experiments using a specific model, VLTVG, to validate the proposed method.",Does the review address Experiment?,TRUE,FALSE,experiments using a specific model to validate the method
"Make it clear that these points are here to help, and not necessarily part of your decision assessment.",Does the review address Presentation?,TRUE,FALSE,clarifying the intention behind the points
The additional experiments using the other VLM would be helpful to emphasize the effectiveness of the scene graph-enhanced pseudo-labeling approach.,Does the review address Presentation?,FALSE,TRUE,additional experiments but does not address the clarity or structure of the paper
One limitation is the need for a differentiable evaluation metric to estimate sample hardness (relevance scores addressed via ChatGPT).,Does the review address Evaluation?,TRUE,FALSE,need for a differentiable evaluation metric
There are many more benchmark datasets for text classification (including fake news detection) that could be included to provide more confidence in the findings.,Does the review address Result?,FALSE,TRUE,additional datasets for further validation
3) The authors compared the robustness of the NVIB-regularized model with that of a regular transformer and found the former more robust to noisy input.,Does the review address Methodology?,FALSE,TRUE,compares the models' robustness only not methodology
"On the other hand, directly generating the decomposed sub-claims has been shown to work really well in prior works.",Does the review address Related Work?,TRUE,FALSE,references prior works
3) The ablation study in table 5 seemed more like good baselines which is good to have as it shows GBT is more effective when applied to only hard examples.,Does the review address Comparison?,TRUE,FALSE,compares the effectiveness of GBT with other baselines
"For example, which datasets and how was the paraphraser trained to generate candidate sentences for selecting IBH0 and IBH1.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,asks for more details about the datasets and paraphraser training
"* Only a single dataset is used to explore the problem (well, it is two different parts but in the end it is one fairly specific dataset).",Does the review address Data/Task?,TRUE,FALSE,critiques the use of a single dataset
"The proposed approach is intuitive, easy to implement, and effective.",Does the review address Methodology?,TRUE,FALSE,describes the approach used
This would even strengthen the claims of GBT if improvements are significant.,Does the review address Result?,TRUE,FALSE,strengthening the claims through significant improvements
"Is the approach well motivated, including being well-placed in the literature?",Does the review address Methodology?,FALSE,TRUE,"asks about the motivation and placement in literature, not the approach or techniques used"
The entropy of the messages was only analyzed for the runs where agents have successfully learned to communicate in order to solve the task.,Does the review address Result?,FALSE,TRUE,discusses the analysis of entropy
The randomized version has to learn new embeddings from scratch and the mismatched version has to learn a new meaning for each label.,Does the review address Methodology?,TRUE,FALSE,how the versions learn embeddings and meanings
- This paper is well-written and easy to follow.,Does the review address Presentation?,TRUE,FALSE,comments on the clarity and readability
1) There are potentially numerous baselines as data augmentation for hard examples has several work.,Does the review address Data/Task?,FALSE,TRUE,discusses baselines related to data augmentation
"A lot of emphasis in the paper has been on generating explanations; however, only 30 examples have been evaluated which may not provide enough evidence to support the claims of the paper.",Does the review address Result?,FALSE,TRUE,critiques the evaluation sample size
There are many more benchmark datasets for text classification (including fake news detection) that could be included to provide more confidence in the findings.,Does the review address Data/Task?,TRUE,FALSE,suggests including more benchmark datasets
"Also, why not 5 or maybe more search results are used as the knowledge because the first result may not always contain sufficient information to verify the sub-claim.",Does the review address Result?,FALSE,TRUE,the use of multiple search results
* The idea to construct synthetic data using only the labels is interesting.,Does the review address Data/Task?,TRUE,FALSE,constructing synthetic data
I am also somewhat confused by the second set of experiments.,Does the review address Related Work?,FALSE,TRUE,expresses confusion about the experiments
"- Although SGEPG is model-agnostic, this paper conduct experiments using a specific model, VLTVG, to validate the proposed method.",Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,discusses the use of a specific model to validate the method
"* There are no statistical significance tests (and terms such as ""outperform"" should therefore not be used)      [1] Donabauer ""Exploring Fake News Detection with Heterogeneous Social Media Context Graphs"".",Does the review address Result?,TRUE,FALSE,"the use of terms like ""outperform"""
It would be difficult for readers to understand and evaluate – “we manually observed the generated examples and find the results acceptable.”  6) A very minute point – it may be interesting to compare with openLLM methods like LLaMa (after some instruction tuning for PI  task).,Does the review address Evaluation?,TRUE,FALSE,evaluation process and suggests comparing with other methods
These could possibly be answered with ablation studies.,Does the review address Ablation?,TRUE,FALSE,suggests using ablation studies to answer the questions
1) The authors propose adaptations of NVIB to self-attention and to use it for learning increasingly abstract representations at higher layers of a transformer encoder.,Does the review address Methodology?,TRUE,FALSE,proposed adaptations and how they relate to the methodology.
1) The specific design choices made in adapting the original NVIB to self-attention could benefit from more justification and discussion.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,asks for more justification and discussion
* Conducting an ablation study is a strong aspect of the experimental work as it offers more nuanced insights into what components of the architecture contribute how much  to the overall performance.,Does the review address Ablation?,TRUE,FALSE,discusses the value of conducting an ablation study.
The authors could do more error analysis and discuss scenarios where the approach may not work as well.,Does the review address Methodology?,TRUE,FALSE,Mentions methods or techniques.
The authors could do more error analysis and discuss scenarios where the approach may not work as well.,Does the review address Analysis?,TRUE,FALSE,Mentions analysis.
3) The ablation study in table 5 seemed more like good baselines which is good to have as it shows GBT is more effective when applied to only hard examples.,Does the review address Methodology?,FALSE,TRUE,Does not mention methods or techniques.
"These type of questions might already exist in the proposed dataset, it would provide more insights to dive deeper into those.",Does the review address Data/Task?,TRUE,FALSE,Refers to questions in a dataset.
"2.Through a significant number of ablation experiments, this paper extensively researched the model's hyperparameter configurations and training strategies, offering highly instructive guidance for related work.",Does the review address Experiment?,TRUE,FALSE,Discusses ablation experiments
The key contribution of the paper appears to be the formulation of the Concept-QA model based on query information and answers from GPT + CLIP.,Does the review address Methodology?,TRUE,FALSE,Describes the Concept-QA model formulation
- Ablation study shown in table 5 provides good insights for choices of LoRA params and the benefit of curriculum in staged training.,Does the review address Ablation?,TRUE,FALSE,points to the study in Table 5
The main concern to me about this paper is its limited novelty and scientific merit.,Does the review address Novelty?,TRUE,FALSE,Expresses concern about limited novelty.
"Having an ablation on the number of GreaseLM layers would also be quite useful to answer if performance improves with more GreaseLM layers, are there diminishing returns or do we need just a few GreaseLM layers, beyond which it is detrimental to the model's performance.",Does the review address Ablation?,TRUE,FALSE,Suggests an ablation on GreaseLM layers
"In experiments, mainly accuracy is shown, but since the major motivation to reduce gradient variance, why not show some comparison of gradient variance of MLM and MLM-FE?",Does the review address Result?,TRUE,FALSE,Refers to accuracy and gradient variance comparison
This looks like an order of magnitude difference in dataset empirical evaluation to me.,Does the review address Comparison?,TRUE,FALSE,Highlights a difference in dataset evaluation
"This is in sharp contrast to computer vision where techniques like rotation, modification of hue, saturation as well as umpteen other techniques exist.",Does the review address Comparison?,TRUE,FALSE,Contrasts techniques with those in computer vision
* The proposed RandomMask is effective but simple.,Does the review address Methodology?,TRUE,FALSE,Refers to the effectiveness of RandomMask
"The authors empirically evaluate their N-Bref’s accuracy on a number of problems from the open source LeetCode problem set and generate 25,000 pairs of high-level source and low-level source which are broken into training (60%), validation (20%), and testing (20%).",Does the review address Data/Task?,TRUE,FALSE,Describes the LeetCode problem set and dataset division
*  The evaluation focuses on comparing with an empirical law learned on a different experimental configuration and there is a concern about how comparable are the results to the ones obtained in this study and the validity of the conclusions.,Does the review address Result?,TRUE,FALSE,Discusses concerns about result comparability and validity
